coso,publisher,site,canal,format,position,origen
"9b6aAhB8vS","vocento","laverdad","any","display","mpu_local.2","richaudience"
"RPu5oJFtlR","vocento","laverdad","any","display","mpu_local.3","richaudience"
"0wnyFv3ntl","vocento","laverdad","any","display","mpu_local.4","richaudience"
"pkimGoAGl6","vocento","laverdad","any","display","mpu_local.5","richaudience"
"0drwMNo6Fp","vocento","laverdad","any","display","mpu_local.6","richaudience"
"1WS8dRsdJo","vocento","laverdad","any","display","mpu_local.7","richaudience"
"pnbOi8woF0","vocento","laverdad","any","display","mpu_local.8","richaudience"
"f2Q5rRIxIW","vocento","laverdad","any","display","mpu_local.9","richaudience"
"78CfbK7CUW","vocento","laverdad","any","display","skyd","richaudience"
"jXCCP2mqog","vocento","laverdad","any","display","skyi","richaudience"
"983L8ojoYg","vocento","laverdad","any","instream","Posv","richaudience"
"Kg9XN4Wy6O","vocento","laverdad","any","instream","Prev","richaudience"
"1aBrNS0rvf","vocento","laverdad","any","outstream","Outv","richaudience"
"WKAjJNNHzU","vocento","laverdad","any","skin","Skin","richaudience"
"f8bH6ApGJa","vocento","laverdad","any","skin","Skin","richaudience"
"kXMntKSizU","vocento","lavozdigital","any","display","ldb","richaudience"
"03QuTy36yM","vocento","lavozdigital","any","display","ldb.2","richaudience"
"vuI8g95wwu","vocento","lavozdigital","any","display","ldb.3","richaudience"
"1xWOHdVfa2","vocento","lavozdigital","any","display","mpu","richaudience"
"5xMSzKoJmP","vocento","lavozdigital","any","display","mpu.2","richaudience"
"0Qg3BrJW3D","vocento","lavozdigital","any","display","mpu.3","richaudience"
"P6X6Ai0v0q","vocento","lavozdigital","any","display","mpu.4","richaudience"
"gnZb3x6x4Y","vocento","lavozdigital","any","display","skyd","richaudience"
"MLobQbT6R5","vocento","lavozdigital","any","display","skyi","richaudience"
"ehziSIYpbY","vocento","lavozdigital","any","instream","Posv","richaudience"
"0I79wxk69W","vocento","lavozdigital","any","instream","Prev","richaudience"
"FSiVRdhC6H","vocento","lavozdigital","any","outstream","Outv","richaudience"
"12SlXrHeSm","vocento","lavozdigital","any","skin","Skin","richaudience"
"iLiymWc4XX","vocento","lavozdigital","any","skin","Skin","richaudience"
"0OUKCsL8Fi","vocento","leonoticias","any","display","ldb","richaudience"
"09yoTezXvo","vocento","leonoticias","any","display","ldb.2","richaudience"
"SSOW09XyVC","vocento","leonoticias","any","display","ldb.3","richaudience"
"Spi1PL09Kh","vocento","leonoticias","any","display","ldb.4","richaudience"
"1FT61aGL3O","vocento","leonoticias","any","display","ldb.5","richaudience"
"1ztPpH7kno","vocento","leonoticias","any","display","ldb_local","richaudience"
"1KHRz4m4ZM","vocento","leonoticias","any","display","ldb_local.2","richaudience"
"Cmgc24JdS8","vocento","leonoticias","any","display","ldb_local.3","richaudience"
"8dXEtk9uPI","vocento","leonoticias","any","display","ldb_local.4","richaudience"
"IHMZHELwjH","vocento","leonoticias","any","display","ldb_local.5","richaudience"
"1JC0ZbhKrk","vocento","leonoticias","any","display","mpu","richaudience"
"1muNG8Wxx2","vocento","leonoticias","any","display","mpu.10","richaudience"
"SvHxwH98SE","vocento","leonoticias","any","display","mpu.2","richaudience"
"4EH5XBiK63","vocento","leonoticias","any","display","mpu.3","richaudience"
"e9vhxZ7MSW","vocento","leonoticias","any","display","mpu.4","richaudience"
"1QlqCDF2e2","vocento","leonoticias","any","display","mpu.5","richaudience"
"kdN1SkkdZj","vocento","leonoticias","any","display","mpu.6","richaudience"
"eVDio9zrRh","vocento","leonoticias","any","display","mpu.7","richaudience"
"tidb9076s1","vocento","leonoticias","any","display","mpu.8","richaudience"
"0Rb24IGR34","vocento","leonoticias","any","display","mpu.9","richaudience"
"NxiZE5N0UA","vocento","leonoticias","any","display","mpu_local","richaudience"
"1Tp0Z5OJXJ","vocento","leonoticias","any","display","mpu_local.10","richaudience"
"0a6mhyjiFL","vocento","leonoticias","any","display","mpu_local.2","richaudience"
"1VtjOew21o","vocento","leonoticias","any","display","mpu_local.3","richaudience"
"ikUBv8Oeub","vocento","leonoticias","any","display","mpu_local.4","richaudience"
"7XdOCn0S3m","vocento","leonoticias","any","display","mpu_local.5","richaudience"
"1KNeqHUNug","vocento","leonoticias","any","display","mpu_local.6","richaudience"
"0oaVXvqRIa","vocento","leonoticias","any","display","mpu_local.7","richaudience"
"V5AY5Eir5t","vocento","leonoticias","any","display","mpu_local.8","richaudience"
"1GbXSWTJ1y","vocento","leonoticias","any","display","mpu_local.9","richaudience"
"1QvQ1UMEMx","vocento","leonoticias","any","display","skyd","richaudience"
"EO5uT8MDTs","vocento","leonoticias","any","display","skyi","richaudience"
"07brhRREq1","vocento","leonoticias","any","instream","Posv","richaudience"
"0JJxK50jsF","vocento","leonoticias","any","instream","Prev","richaudience"
"15n2C41YNd","vocento","leonoticias","any","outstream","Outv","richaudience"
"yshvvVjC17","vocento","leonoticias","any","skin","Skin","richaudience"
"vEV6enGeVm","vocento","leonoticias","any","skin","Skin","richaudience"
"bBKJ4Ixk0t","vocento","mujerhoy","any","display","ldb","richaudience"
"prIGCTW3uP","vocento","mujerhoy","any","display","ldb.2","richaudience"
"Z11pH16HI4","vocento","mujerhoy","any","display","mpu","richaudience"
"bE3SFTcSzM","vocento","mujerhoy","any","display","mpu.2","richaudience"
"Zjyld08fdg","vocento","mujerhoy","any","display","mpu.3","richaudience"
"01JxApNZ2n","vocento","mujerhoy","any","display","mpu.4","richaudience"
"0ttRsJecw2","vocento","mujerhoy","any","display","skyd","richaudience"
"vjLPuclIo5","vocento","mujerhoy","any","display","skyi","richaudience"
"fwV3xSl6Fa","vocento","mujerhoy","any","outstream","Outv","richaudience"
"0f7HtVc9XR","vocento","mujerhoy","any","skin","Skin","richaudience"
"T6SLZHFG32","vocento","mujerhoy","any","skin","Skin","richaudience"
"wD8Sy68YO2","vocento","xlsemanal","any","display","ldb","richaudience"
"I5AWj2EogS","vocento","xlsemanal","any","display","ldb.2","richaudience"
"0570ZFN5y5","vocento","xlsemanal","any","display","mpu","richaudience"
"0JT1opTxBs","vocento","xlsemanal","any","display","mpu.2","richaudience"
"136maNKKSi","vocento","xlsemanal","any","display","mpu.3","richaudience"
"frXno5QLZ9","vocento","xlsemanal","any","display","skyd","richaudience"
"gyGL3AgqO4","vocento","xlsemanal","any","display","skyi","richaudience"
"ot271CKYXE","vocento","xlsemanal","any","outstream","Outv","richaudience"
"le4cBaNozA","vocento","xlsemanal","any","skin","Skin","richaudience"
"1IedaDeK7k","error","msn","any","instream","","richaudience"
"ezTK0Yms1h","error","tropicana","any","instream","","richaudience"
"D8HSRi9okb","prisa","as","mob","skin","skin","richaudience"
"KDP9pr5Mwg","prisa","kebuena","any","outstream","Outv","richaudience"
"P6SptUFgNC","prisa","elpais","mob","display","mldb5","richaudience"
